position,bestmove
5r2/5pk1/p6p/np6/3P1R2/P1P2Q1P/2B3PK/r3q3 w - - 2 32,"['f4g4',]"
r3q1k1/4p2p/n2p2NB/p1p5/Np1b4/3Qn3/PPP3PP/R6K w - - 1 21,"['g6f8',]"
N1b2knr/pp1p1ppp/2n1p3/2b5/q3P3/5Q2/PPPB1PPP/R3KB1R b KQ - 0 11,"['c6d4',]"
7r/1p6/p1kr4/P1p1bB1p/4P2q/8/1PP1Q2P/5RBK w - - 8 30,"['e2c4',]"
3r2k1/pp3r1p/n1pBRppQ/8/8/1P5P/2q2PP1/3R1K2 w - - 0 26,"['d1e1',]"
5rk1/p2p1pbp/2p3p1/q1n1p3/PrQ5/1P2B2P/4NPP1/R4RK1 w - - 1 22,"['c4c5',]"
5rk1/5pn1/6p1/3P2Q1/3r2N1/R2p4/P1q3PP/5RK1 b - - 5 28,"['d4g4',]"
r2q2k1/2p3p1/p1Qbr2p/1p6/2PP4/4B2P/P4PP1/1R3RK1 b - - 0 20,"['d6h2',]"
2k2r2/ppp1p3/4p3/1P2Q3/P1P4p/6p1/6PP/5R1K b - - 0 31,"['f8f1',]"
3r4/1p4k1/6b1/p2Pn1N1/2P1p2R/P7/5PP1/6K1 w - - 2 33,"['g5e6',]"
r2q1k2/pppb2bQ/1n1p2p1/3P4/2P3P1/2Nr4/PP6/2KR3R w - - 0 22,"['d1f1',]"
r3k2r/1bp1b1pp/1p2pp2/pP1q4/4B3/2P5/PB3PPP/RN1QR1K1 b kq - 3 16,"['d5d1',]"
2kN4/pp4p1/4p1p1/3p3r/4nP2/1PP1BQn1/P5PP/2b2RK1 b - - 0 28,"['c1e3',]"
4r3/ppq2ppk/2p5/8/3r4/8/PPP1QPPP/4R1K1 w - - 0 22,"['e2h5',]"
3r1rk1/pp2bp1p/1q4p1/2p5/8/1PQ2b2/PB1P2PP/R4R1K w - - 0 21,"['c3g7',]"
r3kbnr/pp2pppp/4n1b1/8/2B2B2/2N5/PP3PPP/2RR2K1 w kq - 4 15,"['c4b5',]"
r5k1/P4ppp/6bq/2np4/3N1NnP/6P1/2P2pK1/R2Q1R2 b - - 1 29,"['g4e3',]"
r1b1kbr1/pp3p2/3np2p/1q5Q/2Np1PP1/3P4/PPP3P1/R1B2RK1 w q - 0 17,"['c4d6',]"
8/4k3/2R1r3/2Pp4/7p/3K2pP/6P1/8 w - - 0 56,"['c6e6',]"
3rr2k/7p/5p2/p1p2N2/2Pp2P1/1P5P/P6K/R4B2 b - - 0 33,"['d4d3',]"
r4r2/5p2/2p1pqpk/p1Pp2NP/1p1P1P2/1P5Q/P5P1/R4nK1 w - - 0 28,"['h5g6',]"
2k5/R4prp/2p5/1p1n2r1/8/P7/5P1P/4RK2 w - - 4 31,"['e1e8',]"
5k2/4qp2/3p4/2p1pPb1/4P3/3P1BK1/1pP5/7Q w - - 0 40,"['h1h8',]"
6k1/b1p3p1/p6p/Pp6/1P3p2/2P1rN1P/6P1/3R1K2 w - - 2 29,"['d1d8',]"
8/7p/P2pqk2/1Qp5/5p2/5P2/4r1PP/3R3K b - - 0 39,"['e2e1',]"
5kr1/p6p/4r3/2qp1p2/8/2P1R1P1/P4K1P/RNB5 w - - 0 30,"['c1a3',]"
r1b3k1/p5b1/3p4/2pP3q/2N1PR2/P2PK3/7P/1R1Q4 b - - 1 26,"['g7d4',]"
1n3rk1/1p2bppp/4pn2/3p2B1/6q1/1P1P4/P1P2PPP/R2Q1RK1 w - - 1 15,"['d1g4',]"
2r3k1/5ppp/2N5/1n6/2b2P2/8/2P2KPP/4R3 w - - 2 35,"['c6e7',]"
4r1k1/p4pp1/2Qp3p/8/3P2q1/P1P5/1B3R1P/7K b - - 0 24,"['e8e1',]"
6k1/6p1/5P2/2bPp3/2P1P1Q1/5K2/1p1q4/1R6 b - - 0 47,"['d2f2',]"
r1bqk2r/pp3ppp/2n1p3/2b5/4P3/2Q2N2/PP3PPP/R1B1KB1R b KQkq - 0 9,"['c5b4',]"
4r3/pp3k2/1r1p2pp/3P4/P1P2PPb/1P2p1N1/6K1/1R3R2 b - - 1 34,"['e3e2',]"
6k1/p5b1/2P1p2p/3r2p1/1Q1N4/P7/KP4PP/5q2 w - - 2 40,"['c6c7',]"
r4rk1/pb2qpp1/1p2pn1p/2p1P2P/4Q1P1/3B1N2/PPP5/2KR3R w - - 2 19,"['e5f6',]"
r2q1k1r/pppb2pp/2nbp3/3pNp1Q/3Pn3/3BP1B1/PPPN1PPP/R3K2R w KQ - 10 10,"['h5f7',]"
r1bq1rk1/ppp1bppp/4pn2/6B1/3n4/2NB1N2/PPP2PPP/R2QK2R w KQ - 0 9,"['f3d4',]"
2QQ4/5bk1/p7/1p6/8/P3P3/5PP1/1qn3K1 b - - 0 48,"['c1e2',]"
r1b1r1k1/2p2ppp/p7/1p6/1b1PN3/7P/PP3PP1/R1B1R1K1 w - - 1 17,"['e4f6',]"
r3k2r/pp2bppp/2pPP3/2q5/5n2/7P/P1P1Q1P1/R4R1K w kq - 0 20,"['e6f7',]"
5r1k/6r1/p3Q3/1pp5/5q2/2P2R2/PP4PP/4R1K1 b - - 0 30,"['g7g2',]"
1r3rk1/1p2pp1p/p1b2bp1/3Bn3/2P2P2/PPN3Pq/2Q1P2P/1RB2RK1 b - - 0 19,"['e5g4',]"
5r1k/pp4bp/3qp2p/3p4/b2n4/3BQP2/PP3P1P/2R3RK w - - 4 22,"['g1g7',]"
4r1rk/pb1n2pp/1p1q1p2/8/3PpP1N/6Q1/PP4PP/R1B2RK1 w - - 0 21,"['h4g6',]"
2k2b1r/ppp2ppp/8/8/2P1P1P1/3r4/PqnNN2P/2RQK2R w K - 4 17,"['d1c2',]"
5rk1/pp4pp/3r4/3n1p2/4pP2/P3K2P/1P6/2RR1B2 w - - 0 24,"['d1d5',]"
r4k1r/pppR1p1p/5b2/8/4QP2/P1q4B/7P/5R1K w - - 3 25,"['e4b7',]"
2k5/5p2/1PP1p3/8/2N4r/1K4p1/8/8 w - - 0 47,"['c4d6',]"
rnb1kb1r/pp1p1ppp/4pn2/2q5/5B2/4PN2/P2N1PPP/R2QKB1R w KQkq - 0 8,"['a1c1',]"
r4rk1/1p1b1pbp/1q2p1p1/pN2Pn2/P1B5/1P6/5PPP/R1BQR1K1 w - - 1 16,"['d1d7',]"
r1b1r2k/pp2Np1p/n2P2p1/2p1n1B1/4pP2/8/Pb2B1PP/R4RK1 w - - 0 19,"['g5f6',]"
8/8/1Pk5/P1pn1N2/2K1pp2/8/5P2/8 w - - 1 52,"['b6b7',]"
8/P1pk4/2r5/8/2N1p1p1/1PP1PnP1/8/R6K b - - 0 48,"['c6h6',]"
r1b1rbk1/p2p1p1p/4p1p1/3p1q1N/5BQ1/8/P1P2PPP/R4RK1 w - - 2 18,"['g4f5',]"
r4rk1/1R3Rpp/8/p4Q2/3P2P1/8/q4P1P/6K1 b - - 0 22,"['f8f7',]"
r1b1k1nr/pppp2pp/8/2b1n3/8/5NP1/PqPNP1BP/R2Q1R1K w kq - 0 12,"['a1b1',]"
2k5/pp3Rp1/2p1P3/6b1/8/P1BK3p/1PP5/6r1 w - - 0 39,"['f7f8',]"
8/5k1p/5p2/2p2PP1/4K3/7P/8/8 w - - 1 44,"['h3h4',]"
1r4k1/p1P2ppp/8/2Qp4/3B1P2/KP3qPn/P6r/2RR4 b - - 10 35,"['h2a2',]"
r3r3/1p4k1/2p1Pp2/5Pp1/8/4K1N1/PPP5/7R w - - 4 28,"['g3h5',]"
1r4k1/2p2ppp/8/1q1P4/5P1P/P3P3/3Q2P1/1r1RKR2 b - - 0 33,"['b1b2',]"
1r1q3k/2p2p1p/3b2n1/4p1N1/2PpQ3/P2P1P2/1n1B1P1P/2KR4 w - - 0 26,"['g5f7',]"
r1b1k2r/pp1p1ppp/4p3/8/1qNnP1n1/8/PP2QPPP/R1B1KB1R w KQkq - 2 11,"['c1d2',]"
5rk1/6pp/8/4r3/5q1P/4p3/PPQ1R1P1/4R1K1 b - - 5 35,"['f4h4',]"
r1b1r1k1/1pqnbppp/p2pp3/6PQ/3NP3/1PN5/1PPB1P1P/R3K1R1 w Q - 4 15,"['d4e6',]"
2bqr1k1/r1b2ppp/2p2nn1/1PNp4/3Pp3/1Q2P1P1/1B2NPBP/R4RK1 w - - 1 21,"['a1a7',]"
8/6bk/6p1/7P/2Q5/P5nP/1r6/6K1 b - - 0 46,"['g7d4',]"
8/8/bK6/P7/2p1k3/2P5/8/8 w - - 2 46,"['b6a6',]"
8/7k/6p1/6b1/P6p/3N4/2P1K3/8 w - - 0 39,"['a4a5',]"
5rk1/p3ppbp/1q6/1NrP1P2/2P3Q1/PP5P/6P1/3R1RK1 b - - 0 22,"['c5c4',]"
6k1/R5p1/6K1/8/6PP/8/p7/r7 w - - 0 41,"['a7a8',]"
8/8/4k3/2pp3P/8/3K1Pb1/1B6/8 w - - 1 46,"['h5h6',]"
r5rk/ppp3p1/2n2q2/b2p1bN1/3P4/2P5/P3QPPP/R1B2RK1 w - - 0 17,"['e2h5',]"
5r2/pp3p2/5Nkp/1B4r1/8/P7/1Pq1Q2P/K6R b - - 4 30,"['c2e2',]"
r3k2r/3b1pb1/1q1Bp2p/p2P2pn/1p6/1Q1B1N1P/PP3PP1/R4RK1 w kq - 2 22,"['d5e6',]"
r3kb1r/pp1R1ppp/4qn2/1B2p1B1/4P3/5Q2/PPP2PPP/2K4R b kq - 0 12,"['f6d7',]"
rnbqkb1r/pp3p1p/3p2p1/2pP4/4n3/4BN2/PP3PPP/RN1QKB1R w KQkq - 0 8,"['d1a4',]"
rn1k3r/pbq2Q1p/1p2pp2/3p4/3P4/2PB4/P4PPP/2R2RK1 w - - 0 19,"['f7f6',]"
6rk/5p2/4p3/p2pR3/1pP3r1/nP5K/P5B1/2R5 w - - 0 37,"['e5h5',]"
r2r1k2/bpp2p1Q/p2q4/3bN3/3P4/6nP/PPB2PP1/4R1K1 w - - 2 26,"['e5d7',]"
2k5/ppp5/4p3/2p4P/4Pr2/3P3R/PPP5/1K6 b - - 0 34,"['f4f1',]"
8/4r3/2p3p1/p4pP1/P2P4/2R2P2/1k1K4/8 b - - 1 51,"['e7e2',]"
8/B2k4/8/1P1P1pp1/7p/8/4K2n/8 w - - 0 58,"['b5b6',]"
1r1r3k/5p1P/3R2PP/4q3/PnP1P3/1P6/6Q1/1K4R1 b - - 0 38,"['e5d6',]"
6k1/pb3ppp/3qp3/2p5/2R1P3/4BPQP/PP4PK/3r4 b - - 4 25,"['d1h1',]"
6k1/p4ppp/2p3b1/2p5/2N2bP1/KP3N1P/P1r5/3Rr3 w - - 0 25,"['d1d8',]"
r2q1rk1/pp1n1pbp/3p1np1/2pN2B1/4P1B1/3Q4/PPP2PPP/2KR3R b - - 7 13,"['d7e5',]"
r2q1r2/1b3pkp/1p1p1Np1/pP6/2P1n3/P7/4B1PP/R2Q1RK1 w - - 0 22,"['f6e4',]"
6k1/p5p1/2p5/1p6/1P2n2Q/P3P2P/2P2qP1/6K1 w - - 1 43,"['h4f2',]"
r4rk1/1b3ppp/pbq5/1p1N4/5N2/1P6/1P3PPP/R2QR1K1 w - - 3 23,"['d5e7',]"
r2q4/6kp/p3p1p1/1p4N1/3P4/PP3b1P/3Q2P1/6K1 w - - 0 28,"['g5e6',]"
8/7p/5P2/3k1NP1/2n3K1/p6P/4R3/5r2 b - - 1 49,"['c4e5',]"
r3r1k1/pb3pp1/2p1p2p/2qnP2P/P3Q3/2pBP1R1/5PP1/R3K3 w Q - 0 21,"['e4h7',]"
rn1q1rk1/ppp1pp1p/1n4p1/8/3bP1b1/2N2NP1/PP3PBP/R1BQ1RK1 w - - 0 10,"['d1d4',]"
8/5Bpk/2pKR2p/p2n1P2/P6b/2r4P/8/8 w - - 7 43,"['f7g6',]"
r1b2r1k/ppp2pp1/2n2q1p/6N1/4B2P/1Pp5/P1Q2PP1/1K1R3R w - - 3 17,"['e4c6',]"
r1bq1rk1/1p2npp1/p1n4p/3B4/P6B/2P2N1P/5PP1/R2Q1RK1 b - - 0 14,"['d8d5',]"
2Q5/5R2/1p1p2p1/p6p/2P2k2/1P3P1P/P2p2P1/6K1 b - - 1 45,"['f4g3',]"
8/8/6k1/1p2p3/1P4r1/p1P5/P7/1K2R3 w - - 0 48,"['e1e5',]"
r1bq1n1r/pp1k1p1p/2pbpn2/6BN/B2P4/8/PPP2PPP/R2QK1NR b KQ - 4 11,"['d8a5',]"
1rb1k2r/p1pp1pnp/1p2p1p1/4P1q1/6P1/2PBPQ2/PP3P1P/RN2K2R w KQk - 1 13,"['f3f6',]"
rn3r1k/3bqpp1/4p3/pp1pN3/3P4/3BP3/PPQ2PPP/2KR3R b - - 3 15,"['f8c8',]"
2kr2nr/1bp2p2/2q1p2p/Q1B3p1/4P1n1/1B6/PPP3PP/R4RK1 w - - 5 20,"['f1f7',]"
rn3rk1/pb3ppp/1p2pq2/2bn2N1/8/2N3P1/PPQ1PPBP/R1BR2K1 b - - 5 12,"['f6f2',]"
4rrk1/pbq2ppp/2pb1n2/1p2NR2/3P4/3B4/PPP1Q1PP/R1B3K1 w - - 1 16,"['f5f6',]"
2r2rk1/ppq2p2/4p1p1/n2p4/3Bn1Q1/2P4P/PP3P2/R3KBR1 w Q - 2 21,"['g4h5',]"
6k1/pp1b2p1/7p/4Pp1N/4qQ2/2P1P2P/6PK/8 w - - 4 32,"['f4g3',]"
r1b5/1p2qprk/7p/p1p1P2n/2Pp2p1/P2P2BP/1P2B1P1/R3QRK1 b - - 0 22,"['h5g3',]"
5nk1/ppq4p/2p3p1/3p1NP1/4rb1P/PP2P3/1BP3K1/3RQ3 w - - 0 29,"['f5h6',]"
1Q4nr/2Nk3p/2qp1bp1/4p3/4P2P/5KP1/PP3P2/4R3 w - - 2 26,"['c7d5',]"
8/1Q2bpk1/2p4p/6pn/2P1N3/P4P2/1P3PKP/3r4 b - - 0 30,"['h5f4',]"
r4k2/ppp3p1/2n2nQr/1q5p/1bbP3P/4BR2/PP3P2/R5K1 w - - 6 23,"['e3h6',]"
2r3k1/pb2b2p/1q2p3/1Pp1B1p1/P3np2/3Q1P1P/4B1P1/R1R3K1 b - - 1 25,"['c5c4',]"
8/5p2/4pk1p/3P2p1/2p1P1P1/5PP1/3RK3/6r1 b - - 0 45,"['g1g2',]"
4r3/pbpk2pp/1p1br3/1N4B1/8/7P/PPPR1PP1/3R2K1 b - - 0 22,"['e6e1',]"
2rr2k1/b1q2pp1/p6p/8/1QPP4/1P1B2P1/1P5P/3RR1K1 b - - 0 26,"['d8d4',]"
6k1/1P3p1p/1Q6/4b1p1/8/3p4/3BqPPP/3R2K1 b - - 0 34,"['e2d1',]"
r5k1/5ppp/4p3/2P5/3P4/8/5PPP/R5K1 b - - 0 36,"['a8a1',]"
6Q1/p3r1p1/3b2kp/3B1pq1/2P4n/2R4P/PB3PP1/5K2 b - - 5 29,"['g5d2',]"
r1b1k2r/pppp1p1p/1bn5/8/2BPPpnq/8/PPP1NNPP/R1BQ1RK1 b kq - 6 11,"['h4h2',]"
3Q4/pp2r3/k1p5/3p4/1P4P1/2P1q3/P7/1K3R2 w - - 0 36,"['d8a5',]"
3r4/p3kpp1/1p5p/2n1PP2/2P1N2P/4K3/P7/7R b - - 1 26,"['d8d3',]"
r4rk1/ppqn1ppp/8/2bp4/N2N2n1/P3B3/1PP2PPP/R2QR1K1 w - - 5 15,"['d1g4',]"
3r3k/pp5P/2q3p1/5pp1/8/8/1P2QPP1/5K1R w - - 0 32,"['e2e5',]"
4r1k1/pp3q2/2p1p1rp/3p3Q/P2P4/2P3P1/1P2RP1P/R5K1 b - - 3 26,"['g6g3',]"
r4k2/b4p1p/3R2p1/3P4/4PP2/3N4/6PP/7K b - - 0 43,"['a7c5',]"
r4b2/p1kp4/b1p1p3/6QP/8/2P1R3/P1P2P1q/3RK3 w - - 4 28,"['g5a5',]"
4k3/n6p/1p2p1b1/pP2N3/6PP/r3BP2/4B1K1/5R2 b - - 0 32,"['a3e3',]"
r7/1p4Q1/p2kp3/2p5/1P1nP2p/P6P/4q1P1/3R3K w - - 1 37,"['b4c5',]"
1r2R1k1/p5p1/2p4p/2PpQ3/2nP4/B3PP1P/P5PK/4q3 b - - 10 34,"['b8e8',]"
r4k2/1qr1p2p/3p1p2/3P1Pp1/b2Q4/2P1RB2/6PP/4R1K1 w - - 0 30,"['e3e7',]"
R7/ppknb3/2p1p1Q1/q5B1/3P1P2/8/PPP5/2K5 b - - 0 25,"['a5e1',]"
2k3rr/4qpQp/2n1p1p1/1B1p4/3P4/2P4P/1P1b1PP1/R4RK1 w - - 1 20,"['a1a8',]"
2r3k1/3bbrpp/p2p4/2q1n1P1/1p2PB2/1P4QB/P2R4/1N2R2K w - - 5 29,"['f4e5',]"
r1b1k2r/pp3ppp/4p3/2q1P3/4P3/N2p1N2/nPnQ2PP/2RK1B1R w kq - 0 17,"['f1d3',]"
6k1/5pp1/p7/1p2r1pn/7q/P4R1P/1PQ5/3R3K w - - 6 42,"['d1d8',]"
r3k2r/ppq2p2/2p1b1p1/3pP3/3P3b/2P2Qn1/PP2B3/RN3KNR w kq - 2 18,"['f3g3',]"
4r1k1/p1pb2pp/1bp1r1q1/2Bpp3/3Q4/1N6/PPP2RPP/5RK1 w - - 0 24,"['f2f8',]"
3r1rk1/pp3p1p/2p3pQ/1q3p2/1P1P4/PN1P2R1/5PPP/6K1 w - - 0 32,"['g3h3',]"
r3r3/3k4/p1p5/R2b4/1P1B1R2/6PP/5P2/6K1 b - - 0 33,"['e8e1',]"
3r2k1/1bQ3p1/p1qp3p/4p1b1/1p6/1P1B4/P1P3PP/1K3R2 w - - 5 26,"['c7f7',]"
r3k1nr/2p2p1p/p1ppbqpb/4p3/4P3/P1PP1Q2/1P3PPP/RNB1K1NR w KQkq - 1 10,"['f3f6',]"
4q1k1/pb3pp1/1b5p/4Q3/5B2/P6P/5PP1/5RK1 b - - 2 26,"['e8c6',]"
3kq3/p1p5/2p1Pp1Q/2NpRP2/3r3p/1P6/6PP/7K b - - 0 31,"['d4d1',]"
8/1R3B2/3bp1p1/p1k1n1P1/8/8/P1P3K1/8 b - - 0 37,"['c5c6',]"
4rr1k/ppp3pp/5p2/3p1N2/3P1P2/4P3/PPP1q3/2K3RQ w - - 6 22,"['g1g7',]"
6r1/1p2kn1R/p3p3/3p4/5q2/1PN5/P1P1Q3/1K6 w - - 3 30,"['c3d5',]"
1R2Q3/6pk/5b2/p3pNq1/P2rP2p/5P1P/5P2/5K2 b - - 7 45,"['d4d1',]"
1r1r2k1/4Qpp1/7p/4p3/8/5P2/PP4PP/3R3K b - - 0 25,"['d8d1',]"
2b4k/2p5/2p1r2q/p2p3Q/8/2P3P1/P1P4P/4R2K w - - 2 37,"['h5h6',]"
2k5/1pr3pp/5p2/8/P2P4/8/4RPPP/2R3K1 b - - 0 35,"['c7c1',]"
8/8/4r3/R3p1kp/4K3/6P1/5P2/8 w - - 16 62,"['a5e5',]"
1r2k2r/p4pp1/4p1p1/2ppP3/1q3P2/4R3/PP4PP/1R1Q3K w k - 1 21,"['e3b3',]"
7k/5p2/4p2p/8/3q4/Q5P1/5P1P/6K1 w - - 0 36,"['a3f8',]"
4r3/2p1r1p1/1p2Np2/p2Pnk2/4R3/2P5/P6P/6RK w - - 6 32,"['e4f4',]"
3r2k1/5pp1/7p/p1R1P3/5P2/P5Pb/6BP/6K1 b - - 2 29,"['d8d1',]"
5rk1/1ppq1pp1/3p1n2/1P3bNp/1nPPp2P/4P3/3B1PP1/Q3KB1R b K - 2 16,"['b4c2',]"
6k1/2p2pq1/1p1pnR1p/1P2P1pQ/2P5/3PB1PP/r3n1BK/8 b - - 0 38,"['e2f4',]"
4r1k1/p5pp/2Q2pb1/3p4/3q1b2/P1N4P/Br4P1/2R2R1K w - - 0 29,"['c6d5',]"
1r3r2/p3q1p1/1p1p1k2/2pBnp2/8/1P2PP2/P1P3RQ/6K1 w - - 6 31,"['h2h4',]"
8/3Q1k1p/pq1p2p1/1p1P1p2/8/4r2P/6P1/R3R1K1 b - - 1 29,"['e3e7',]"
1b5k/1p6/p1p3r1/P3p2p/1PR1P2P/5PP1/1n5K/3R4 w - - 2 47,"['d1d8',]"
1n1q1rk1/Q1b2p1p/2p1p3/2Pp4/1P1Nn1p1/4P3/P3BPPP/1RR3K1 b - - 1 18,"['c7h2',]"
1k5r/p1p2p1p/PpQnp1p1/3pP3/3Pq3/2P3P1/1P1K1P1P/R6R b - - 2 26,"['d6c4',]"
2r1k2r/1p3ppp/2nbb3/1B1pR3/P2p3q/8/3B1PP1/RN1Q2K1 w k - 2 21,"['d2g5',]"
8/4R1pp/p2b4/1p2P3/8/4k3/6PP/r2B2K1 w - - 0 34,"['e5d6',]"
3r2k1/5pp1/7p/p3q3/Q2R4/1P1R2PP/P4P1K/2r5 b - - 0 30,"['d8d4',]"
5r1k/2p2Bpp/8/4P3/Q2P4/2P3P1/P1q4P/1K2n3 w - - 3 27,"['a4c2',]"
3rk2r/2p3pp/p1p5/2b1N3/4b3/2P4P/PP4P1/RN1R3K w k - 1 20,"['d1d8',]"
2k3q1/1p3p2/p4n2/6B1/4P3/P2P1P1p/7Q/2KB4 b - - 0 32,"['g8g5',]"
r5k1/ppp3pp/3p1r2/8/2P1P1P1/2P5/P1QB1qPK/R4R2 b - - 2 20,"['f6h6',]"
5rk1/2R2pbp/1R4p1/8/4N3/4P2P/r4PP1/6K1 b - - 1 28,"['a2a1',]"
8/5p1r/5N2/8/8/2P3k1/r7/4RKN1 b - - 1 45,"['a2f2',]"
r1b3k1/pp2Qppp/4p3/8/P1B3n1/4P3/Nq3PPP/3r1RK1 w - - 0 19,"['e7e8',]"
4r3/5k2/p4P2/8/2KR4/P7/1r1p4/7R b - - 1 42,"['e8c8',]"
6k1/6p1/7b/pp1NB2p/3P4/2P2R1P/PP2Q1PK/2q2r2 b - - 2 39,"['f1h1',]"
rn1k1b1r/pQ4pp/2p1Bp2/8/8/4B3/PPPK1P1P/3b2q1 w - - 0 16,"['b7c8',]"
3r4/1b2q1k1/p1p1p1B1/3p2PQ/7K/2P4P/PP6/8 w - - 1 34,"['h5h7',]"
4rq2/ppp2bk1/5np1/4Q1P1/2pP4/2P1PP2/2P5/2KR4 w - - 1 25,"['g5f6',]"
r1bqk1nr/ppp2p1p/2n4b/8/2p1PQ2/8/PPPP2PP/RNB1NRK1 w kq - 0 9,"['f4f7',]"
r3r3/4b3/6k1/3q3p/3p1QbP/pp4N1/P1P5/1K2RR2 w - - 0 31,"['e1e7',]"
r2q1r1k/1b1np1bp/p2pQ1p1/1p4N1/3n4/1B5P/PP3PP1/RNBR2K1 w - - 0 16,"['e6g8',]"
3rr2k/2p2p1n/3q3Q/p1p1pP2/1p2P2P/1P1P4/P1P2P2/2KR2R1 w - - 3 23,"['h6g7',]"
r4rk1/pp3ppB/2p4p/4P3/5qbb/2P2N2/PP3PPP/R2QR1K1 b - - 0 17,"['g8h7',]"
1r1q1rk1/1b2bp1p/4pnP1/1pp1N1B1/p2P4/2P2Q2/PPB2PP1/2KR3R b - - 0 21,"['b7f3',]"
8/2p3k1/3p4/1P1B2Pp/1rP2K2/7P/8/8 w - - 1 43,"['f4f5',]"
1k1r4/pp4p1/2p5/3pP3/6PR/2PQP1B1/3K4/5q2 b - - 5 27,"['f1g2',]"
5n1k/pp4pn/5bP1/2Pp4/6q1/1B2Q1P1/PP5P/5RK1 b - - 0 32,"['f6d4',]"
rn1k3r/p1p2pp1/1p6/3PR3/3P2p1/2N5/PPQ1KPP1/6q1 w - - 2 22,"['c3b5',]"
r3kb1r/pppnqppp/8/4N3/3P4/6P1/PPP1Q2P/R4RK1 w kq - 3 14,"['f1f7',]"
kr6/p5R1/q6p/2p1Q3/8/P6P/1P2p2P/K7 w - - 0 44,"['e5e4',]"
8/pp1b2p1/2pk3p/3pN3/3P1PPb/1PN1q3/PK1R4/5R2 w - - 7 36,"['d2d3',]"
4R3/6pk/4R1rp/p4Q2/5p2/5P1P/6PK/4q3 b - - 7 45,"['e1g3',]"
rn2k2r/ppp1b1pp/5q2/7b/4Q2N/2N2P2/PPP3PP/R3KB1R b KQkq - 2 12,"['f6h4',]"
6k1/ppp3pq/3p1r2/3P4/2P3Q1/3P3p/P1KR1r2/7R w - - 0 38,"['g4c8',]"
r2qkbnr/1pp2ppp/p7/4n3/4N1b1/4BN2/PPP2PPP/R2QKB1R w KQkq - 0 8,"['d1d8',]"
r2q1rk1/pp3ppp/1bn5/3p4/4n1b1/1N2P1P1/PPQ2PBP/RNB2RK1 b - - 1 13,"['c6b4',]"
5r2/1p4k1/p2R2p1/7b/7R/8/PPP5/2K5 b - - 0 31,"['f8f1',]"
6r1/1b3p1k/p1q2Pp1/1p1r4/3p1R2/P2B4/1PPR2PP/7K w - - 0 32,"['f4h4',]"
r7/p4p1k/1p2pprp/3q1n1Q/3P4/P1R1B1P1/1P3P1P/2R3K1 b - - 0 27,"['f5e3',]"
r1bqk2r/pp1nbppp/2p1pn2/6N1/2BP4/8/PPP1QPPP/R1B1K1NR w KQkq - 6 8,"['g5f7',]"
8/2r3k1/PR2p2p/6p1/1Q1P1pP1/rq6/7P/3R2K1 w - - 5 47,"['b4b3',]"
4r1k1/pp1q1ppp/5n2/2pp4/3b4/1BNP1Q2/PPP2PPP/R5K1 w - - 2 19,"['b3a4',]"
2qr3k/6pp/8/5p2/1P2p3/4P1P1/PQ4K1/R7 b - - 13 40,"['f5f4',]"
b2b2k1/5ppp/p4q2/1p6/2p5/P4N1P/BPP2PP1/4R1K1 w - - 0 24,"['e1e8',]"
3r2k1/p3R1pp/1b4r1/3b4/4Q3/2q1PN2/P4PPP/5RK1 w - - 7 26,"['e7e8',]"
r2q1rk1/1b2bppp/p1p5/1p1pPn2/2P1N1N1/6QP/P4P2/R1B2KR1 w - - 2 22,"['g4h6',]"
5rk1/4Qppp/p2p4/2rB1P2/2P5/2q5/5PPP/4R1K1 w - - 4 26,"['e7f7',]"
5r1k/1p2NpP1/p3b2p/8/1Q1bP3/PP6/1q1rNRPP/4R1K1 b - - 0 34,"['h8g7',]"
r2qrk2/pppb1ppB/7p/3p4/8/2P4P/PPQ3P1/R4RK1 w - - 1 19,"['f1f7',]"
rnb1k2r/1pp2p1p/p3pp2/3n4/3q4/P2B2Q1/1PP3PP/2KR2NR w kq - 0 17,"['d3b5',]"
4r1k1/2q2pb1/3p2pp/p1pP4/P1P1N3/5P1P/6P1/1R2Q1K1 w - - 3 31,"['e4f6',]"
5rr1/4pk2/q4npp/2pPR3/2P4N/3Q1R1P/6P1/6K1 b - - 0 33,"['a6a1',]"
3r2k1/pp3p2/1np1q1p1/8/3nQp2/6P1/PP4BP/3R1RK1 w - - 0 26,"['d1d4',]"
r1bq1rk1/5pbp/p1Nnp1p1/1p1p4/1P1P4/P1B1P1P1/5PBP/R2Q1RK1 b - - 4 17,"['d8c7',]"
2r1k2r/1bqp1ppp/p3pn2/1pb1P3/3Q4/P1N1B3/1PP1BPPP/R4RK1 w k - 1 13,"['d4c5',]"
7R/qp2kr2/6Q1/p2p2P1/1P3P2/P2p4/4p2P/4R2K b - - 1 33,"['a7f2',]"
1k4r1/pp6/6q1/4P3/2Pp4/1P3RP1/P3R2r/4KQ2 b - - 7 36,"['h2h1',]"
r1b1q1kr/pp1nb1pp/2p1Nn2/4p3/4P3/2N5/PPP2PPP/R1BQ1RK1 w - - 4 11,"['e6c7',]"
4r1k1/r4p2/pq1b3Q/1pn1P1N1/P1p5/7P/1P3PP1/n3R1K1 w - - 3 29,"['h6h7',]"
1n3rk1/1QB1p1bp/p5p1/1p2Np2/3qpP2/8/PP3RPP/RN5K b - - 0 21,"['d4d1',]"
